edad,grado,tipo_actividad,dificultad,tiempo_seg,intentos,pistas,correcto,nota,secuencia_actividades,evolucion_desempeno,nivel_concentracion,comparacion_historial,nivel_comprension
10,4,crucigrama,4,187,2,2,1,5,3,0.01,0.56,-0.16,0.5537629527649403
9,6,sopa_letras,2,122,2,0,0,5,2,0.23,0.55,0.17,0.28416049903062696
12,5,relacionar,5,267,4,2,1,6,2,-0.17,0.52,-0.12,0.4657102146818197
11,6,crucigrama,5,201,3,2,0,8,4,-0.03,0.71,0.09,0.35310285434411703
10,6,sopa_letras,2,140,4,2,0,9,2,0.02,0.82,0.22,0.3737786656136594
9,5,sopa_letras,5,230,1,1,1,7,3,0.01,0.94,0.09,0.5893562938791459
12,6,sopa_letras,2,236,2,2,1,10,1,0.28,0.58,0.2,0.6131019401285915
9,6,relacionar,4,176,2,3,1,10,2,-0.14,0.6,0.14,0.5649320865185552
12,4,relacionar,4,169,4,1,1,6,3,-0.17,0.91,0.3,0.6350364455932836
9,5,sopa_letras,2,224,5,1,1,10,1,-0.09,0.66,0.1,0.5850479051817158
10,4,relacionar,4,161,2,2,1,9,2,-0.19,0.89,0.27,0.5835555016385714
10,5,relacionar,2,90,4,1,1,8,4,0.18,0.74,-0.07,0.6255795974365026
9,5,sopa_letras,4,119,1,0,0,8,4,0.42,0.68,0.19,0.4103159538698939
9,4,relacionar,3,88,5,1,0,6,3,0.2,0.82,0.15,0.4087315453538294
9,6,memoria,3,229,2,2,1,5,5,0.18,0.65,0.0,0.5714683581306292
10,6,crucigrama,5,212,3,1,1,10,1,0.46,0.73,0.09,0.5782358364393024
9,6,sopa_letras,2,126,1,3,0,7,5,-0.12,0.84,0.04,0.22704919912954974
9,5,crucigrama,5,227,5,2,1,9,4,0.18,0.51,0.04,0.6157686696833633
10,4,memoria,5,88,4,0,0,8,5,-0.02,0.69,0.12,0.2826326144455279
9,4,memoria,2,81,2,3,0,7,5,0.11,0.92,0.14,0.34029449100223047
11,4,crucigrama,1,128,3,0,1,6,1,0.07,0.5,-0.07,0.423645971977499
9,4,crucigrama,1,260,2,3,0,7,5,0.3,0.6,0.14,0.32813587917374626
11,6,crucigrama,5,151,4,2,0,10,4,-0.11,0.77,0.15,0.38785583004709845
11,5,memoria,1,124,2,3,0,5,5,-0.11,0.52,-0.13,0.20073885195686156
10,5,memoria,2,175,4,1,0,8,4,0.04,0.61,-0.01,0.20282609572300542
12,4,sopa_letras,2,262,4,0,1,9,3,-0.02,0.63,0.03,0.5476928747684504
12,5,sopa_letras,1,244,3,3,1,7,5,0.19,0.96,0.13,0.588210607219619
11,6,sopa_letras,3,143,2,0,0,10,2,0.18,0.79,0.02,0.3668483865897742
9,4,relacionar,1,120,2,1,0,5,3,0.15,0.93,-0.07,0.3197588645160375
9,6,relacionar,2,147,5,2,1,9,5,0.26,0.61,0.05,0.5315008577527447
12,6,sopa_letras,4,85,5,0,0,7,4,0.04,0.61,-0.01,0.3472652869111741
11,4,sopa_letras,3,255,2,0,0,6,1,0.01,0.8,0.14,0.26458800915484837
9,4,crucigrama,1,186,1,0,0,9,2,0.31,0.5,-0.04,0.338807816256104
11,6,crucigrama,3,139,5,3,1,6,4,0.1,0.69,0.06,0.5539848992477118
9,4,relacionar,5,145,2,3,0,7,4,-0.15,0.65,-0.05,0.28260960480271996
12,6,crucigrama,1,267,5,0,1,6,5,0.12,0.95,-0.01,0.5221185762427931
10,5,relacionar,3,287,3,3,1,6,1,0.43,0.62,0.04,0.6460934924989651
9,4,sopa_letras,5,83,3,1,1,9,1,0.29,0.54,-0.1,0.6655043785565083
11,6,relacionar,2,116,3,0,1,10,3,0.3,0.82,-0.04,0.6990412014476786
9,4,sopa_letras,1,245,1,3,0,7,5,0.12,0.92,0.08,0.31334414060660604
9,5,memoria,2,134,3,1,0,9,1,0.36,0.94,-0.15,0.42464044450989924
12,4,memoria,1,202,4,1,0,8,5,0.29,0.76,0.17,0.21171037939347853
9,4,sopa_letras,1,241,1,0,1,8,1,0.49,0.68,-0.03,0.6112036376309643
10,4,relacionar,3,201,3,3,1,9,3,0.01,0.51,-0.13,0.5018049917326728
9,6,sopa_letras,5,270,3,1,0,8,1,0.39,0.5,0.08,0.29898081945394617
12,4,memoria,3,286,3,0,0,8,4,0.08,0.95,0.16,0.3353859111740809
10,4,crucigrama,5,145,1,3,1,10,3,0.34,0.68,-0.09,0.5689230599927164
10,4,sopa_letras,4,248,2,3,0,8,1,0.24,0.74,-0.12,0.31722378925088573
9,5,relacionar,1,227,1,3,0,9,1,0.19,0.75,-0.06,0.28155054207212
9,6,crucigrama,4,186,2,0,0,6,1,0.16,0.99,-0.03,0.3330873190751466
12,5,memoria,5,258,4,3,0,10,2,0.41,0.53,0.23,0.4425711268096084
11,5,relacionar,4,163,1,1,1,5,3,0.26,0.72,-0.04,0.5888110899474855
11,5,relacionar,4,170,2,3,1,5,3,0.09,0.86,0.25,0.5956033630227207
10,5,relacionar,1,150,5,0,0,5,3,0.25,0.55,-0.07,0.2944610880155181
12,5,sopa_letras,2,194,3,0,1,10,2,-0.02,0.6,0.18,0.5558007095206177
9,6,crucigrama,5,204,2,3,1,9,2,0.42,0.67,0.1,0.6185814690737993
11,6,crucigrama,3,247,4,0,0,8,5,-0.16,0.64,0.08,0.27954747194227586
11,5,relacionar,4,244,4,0,0,5,2,0.37,0.52,-0.01,0.2313475823642371
10,5,crucigrama,1,135,5,0,1,7,3,0.33,0.94,0.04,0.5003736214507327
12,6,sopa_letras,3,187,3,2,0,7,5,-0.19,0.72,-0.04,0.31723301211517035
9,5,memoria,4,294,5,0,1,5,3,0.21,0.58,0.15,0.5468394149387523
11,5,crucigrama,1,88,4,1,1,8,2,0.13,0.79,-0.0,0.5185306284455591
12,6,sopa_letras,5,216,3,0,0,5,3,-0.15,0.9,0.06,0.3080658493206296
11,6,sopa_letras,3,230,2,3,0,6,2,-0.09,0.91,-0.13,0.33001166416703825
12,4,sopa_letras,4,128,5,2,0,10,2,-0.05,0.51,-0.15,0.33080421338586136
10,5,sopa_letras,3,192,1,2,1,7,4,0.03,0.58,0.17,0.48505406246557514
12,4,sopa_letras,1,230,4,1,1,5,2,0.22,0.92,0.08,0.44738921044776236
10,5,memoria,1,148,5,2,1,6,2,0.41,0.51,0.01,0.3902152640667132
10,6,memoria,4,119,1,0,0,6,4,-0.02,0.7,0.3,0.3237705532800231
10,4,memoria,4,300,1,3,0,7,5,-0.13,0.58,0.18,0.26573469187604465
12,5,memoria,3,229,2,0,0,5,4,0.02,0.57,0.12,0.24384882924039192
10,5,memoria,4,214,1,0,1,10,1,-0.08,0.64,0.11,0.5889107539703405
12,4,sopa_letras,4,144,1,2,0,6,3,0.13,0.57,0.26,0.34711141673648577
11,6,sopa_letras,5,114,3,0,1,6,4,0.36,0.82,0.03,0.4902487746812299
10,4,sopa_letras,2,167,3,1,1,9,2,0.36,0.98,0.05,0.6703766709212637
10,4,memoria,3,292,3,2,0,5,4,0.14,0.65,0.28,0.20953796021813895
9,4,memoria,3,205,5,1,1,7,4,-0.18,0.68,0.12,0.46290145706360913
11,5,memoria,1,212,2,2,1,6,4,-0.04,0.73,0.3,0.5005083289241249
11,4,sopa_letras,4,186,4,0,1,8,5,0.33,0.84,-0.08,0.6877329027732659
10,6,crucigrama,1,129,3,0,1,7,1,0.47,0.51,-0.12,0.6079313057584133
9,6,crucigrama,2,209,5,1,0,8,2,0.47,0.78,0.18,0.4796823521421885
10,6,crucigrama,3,130,1,1,1,7,2,0.25,0.74,0.26,0.6395810781642095
11,5,sopa_letras,2,95,5,0,0,8,4,0.06,0.88,-0.11,0.40388583132196637
11,4,sopa_letras,2,278,5,0,1,10,5,0.35,0.86,0.19,0.557320618692591
12,6,sopa_letras,2,167,3,0,0,8,3,-0.14,0.66,-0.14,0.30066786651011257
11,4,memoria,2,80,3,0,0,9,5,0.42,0.83,0.05,0.3904681211205959
9,6,memoria,1,166,4,3,0,9,1,0.0,0.74,-0.19,0.21783166702877577
9,6,sopa_letras,1,234,4,0,0,6,4,0.01,0.97,0.12,0.26806041672026215
11,6,memoria,2,230,5,1,1,8,5,0.06,1.0,0.28,0.6378042330032603
10,5,crucigrama,4,97,3,1,1,6,5,-0.01,0.67,0.03,0.6099450311454152
9,6,relacionar,1,162,2,0,0,5,1,0.18,0.6,-0.08,0.2702004388842615
10,6,memoria,3,202,4,0,0,7,1,0.14,0.66,0.16,0.35592581203845525
11,5,memoria,1,245,4,3,1,6,4,-0.03,0.85,0.13,0.5097982887174272
10,5,crucigrama,4,260,1,3,0,5,1,0.15,0.72,0.09,0.2841499254964957
11,4,relacionar,2,287,5,2,1,8,5,0.33,0.67,-0.17,0.5404256835722345
9,4,memoria,3,148,1,2,1,8,3,-0.07,0.75,0.15,0.641917037235604
12,4,relacionar,3,282,1,3,1,9,5,0.04,0.85,0.11,0.5885192410559013
12,5,memoria,3,93,4,2,0,6,3,0.19,0.6,-0.14,0.2805270386310896
9,6,memoria,2,273,2,0,0,7,5,-0.11,0.74,0.09,0.2423428538277913
10,4,relacionar,1,85,4,0,1,9,1,-0.07,0.83,0.28,0.5956087520338139
11,5,relacionar,4,81,4,0,0,10,4,-0.13,0.84,0.04,0.28456221703178897
12,6,relacionar,1,243,3,2,1,10,5,0.46,0.55,-0.08,0.5757332944774647
9,4,crucigrama,2,174,5,3,0,7,2,0.21,0.54,0.02,0.26444890232536167
11,6,crucigrama,3,279,3,1,1,5,2,0.06,0.72,-0.01,0.5182559277599347
12,4,sopa_letras,3,119,1,2,1,8,3,0.3,0.93,-0.02,0.6179103199443028
10,6,relacionar,1,86,1,2,1,10,2,-0.08,0.56,0.13,0.5038407345883449
11,5,relacionar,3,90,1,3,1,7,1,0.08,0.89,0.17,0.5227416246173537
12,4,crucigrama,4,246,4,1,0,8,5,0.08,0.57,0.19,0.38797103089904883
10,6,crucigrama,4,225,3,1,1,10,3,0.08,0.85,-0.19,0.6680708518025018
10,4,sopa_letras,3,90,3,2,0,9,3,-0.06,0.97,0.04,0.4003309509068181
12,6,sopa_letras,4,155,2,2,1,10,5,0.36,0.77,-0.06,0.6736810181308308
12,4,relacionar,2,295,5,0,0,10,2,0.29,0.63,0.01,0.3369951382149155
10,6,sopa_letras,5,289,4,3,1,6,4,0.24,0.55,0.17,0.5906949708048026
11,5,sopa_letras,2,104,1,0,0,9,1,0.08,0.99,0.02,0.33887217169560624
10,4,relacionar,1,195,2,0,1,9,3,-0.15,0.74,0.21,0.5044854631556778
12,4,crucigrama,1,189,3,3,0,8,3,-0.11,0.79,0.17,0.2540209255387517
10,4,crucigrama,4,154,4,2,1,5,2,-0.15,0.95,0.26,0.5998798830415563
12,4,relacionar,4,134,4,1,0,6,3,-0.11,0.74,-0.04,0.30595148475224276
11,5,memoria,4,240,4,3,1,6,1,0.28,0.6,0.02,0.6004374479676166
10,4,memoria,3,203,5,2,0,7,5,0.47,0.55,0.26,0.35777599970125984
9,6,memoria,5,118,3,0,1,5,3,0.14,0.82,0.13,0.6409283292648262
9,6,crucigrama,2,164,1,2,0,10,2,0.15,0.86,-0.04,0.352519076108818
9,6,crucigrama,1,108,2,2,1,10,4,0.47,0.63,0.12,0.6133873612915375
12,5,sopa_letras,5,258,5,1,1,7,3,0.19,0.59,0.05,0.590312716926545
11,6,sopa_letras,4,101,3,3,1,10,5,0.37,0.61,0.26,0.6615906822228087
12,6,sopa_letras,1,155,1,3,1,6,4,0.31,0.8,0.11,0.6265861702802178
11,5,memoria,2,182,1,2,1,10,2,0.13,0.85,0.06,0.678685782717095
11,6,relacionar,3,131,2,1,1,8,1,0.1,0.54,0.09,0.47961906349485417
10,4,crucigrama,3,220,3,3,1,9,5,0.12,0.55,-0.18,0.5329131077057936
12,4,sopa_letras,2,294,5,1,1,5,1,0.1,0.8,-0.04,0.5099002731713742
10,4,memoria,5,287,3,3,1,10,5,0.14,0.63,0.0,0.60907626263631
9,6,relacionar,1,86,2,2,0,5,3,-0.19,0.56,0.04,0.21346082859743504
10,6,crucigrama,2,296,1,1,1,5,5,-0.07,0.61,0.27,0.46776977957945776
11,5,memoria,4,195,4,1,0,9,3,-0.17,0.5,-0.07,0.21123157553265845
12,5,memoria,3,195,5,2,1,8,4,0.48,0.99,0.11,0.7275757604186031
10,5,memoria,4,240,4,3,1,7,3,-0.04,0.81,0.22,0.5951124907867336
9,4,relacionar,2,127,1,3,1,6,3,0.3,0.68,0.13,0.5894894105743481
12,5,crucigrama,2,151,4,2,1,6,5,0.2,0.83,0.21,0.6440829140505483
12,5,sopa_letras,1,261,4,3,0,7,4,-0.01,0.56,0.05,0.27852176977181375
12,6,relacionar,1,139,1,2,0,8,5,-0.19,0.78,-0.03,0.2836075825839966
9,5,crucigrama,2,125,5,2,0,10,5,0.32,0.94,0.05,0.3706006966265708
10,5,sopa_letras,3,215,4,3,1,7,2,0.19,0.57,0.09,0.5355855327620338
10,6,relacionar,5,131,5,2,0,10,3,0.33,0.55,0.26,0.32444533305300177
10,6,crucigrama,2,215,3,2,0,5,4,-0.15,0.62,0.1,0.32182532145594295
11,5,memoria,3,122,2,1,1,5,2,0.03,0.61,0.04,0.49729606303204704
9,5,sopa_letras,2,201,1,3,0,9,4,-0.02,0.54,0.04,0.3128591162412873
12,6,memoria,5,220,3,2,0,5,1,0.27,0.85,-0.01,0.4079082504599689
11,4,sopa_letras,1,250,2,2,0,9,3,0.31,0.91,-0.2,0.3648973511259275
9,4,relacionar,1,144,1,0,0,7,1,-0.18,0.65,-0.14,0.2833975244853843
11,6,crucigrama,1,164,2,0,0,9,5,0.16,0.64,0.11,0.22793634305040053
12,6,crucigrama,1,250,1,3,0,8,5,-0.1,0.62,0.26,0.2869725861886591
12,5,relacionar,4,153,3,0,0,6,5,0.38,0.65,-0.1,0.3459275354674479
9,4,sopa_letras,3,298,4,2,1,8,3,0.27,0.7,0.07,0.5415256558171753
12,6,crucigrama,1,237,4,1,0,7,2,0.38,0.59,-0.1,0.323191636725364
10,5,sopa_letras,5,102,2,0,0,8,3,-0.17,0.64,-0.04,0.3548578893689445
9,4,sopa_letras,1,241,5,0,1,8,4,-0.09,0.9,0.09,0.6276923914422486
10,4,memoria,5,95,2,1,0,5,1,-0.14,0.66,0.23,0.3525207032278089
9,4,crucigrama,4,251,3,2,1,6,4,0.27,0.69,-0.02,0.4886477553334081
9,4,crucigrama,5,292,2,2,1,5,1,0.33,0.64,-0.18,0.5730490929912384
9,4,sopa_letras,1,105,5,3,1,10,3,-0.18,0.6,-0.11,0.5339945770286935
10,5,sopa_letras,3,179,2,2,1,9,5,0.1,0.57,-0.18,0.5632515458162667
9,5,memoria,3,88,3,0,0,5,4,0.26,0.73,0.2,0.41006518826299254
11,4,relacionar,4,91,1,1,1,6,3,-0.15,0.67,-0.13,0.5271023613319528
12,4,crucigrama,1,274,1,0,1,5,4,0.38,0.91,-0.08,0.48107431858057603
9,4,sopa_letras,1,101,2,2,0,9,1,0.31,0.89,-0.06,0.3319917019528537
12,5,crucigrama,4,122,3,2,1,5,5,-0.15,0.94,-0.11,0.5826833841725573
10,5,memoria,3,277,2,0,1,7,2,-0.06,0.53,0.01,0.4692135823026023
10,5,sopa_letras,4,217,5,0,0,6,5,-0.1,0.87,-0.11,0.3206452278091639
12,4,memoria,5,86,1,3,1,9,1,0.47,0.7,0.12,0.7303834331886709
9,5,sopa_letras,5,164,4,1,1,5,2,0.42,0.95,0.2,0.6534622131255635
10,5,crucigrama,1,261,4,3,1,6,1,-0.08,0.6,0.16,0.45907232914501916
11,4,memoria,2,274,1,1,1,10,2,-0.03,0.61,-0.13,0.5574503672652142
11,6,memoria,3,207,2,1,0,9,3,0.07,0.83,0.03,0.3315572745149243
10,5,memoria,2,178,2,0,1,8,1,0.46,0.89,0.23,0.6159035718662913
9,5,crucigrama,5,118,5,1,1,7,1,0.41,0.77,0.08,0.6278719154756658
9,4,crucigrama,5,98,5,3,1,9,1,0.47,0.7,-0.07,0.6912732852425102
9,4,relacionar,3,118,5,3,0,6,1,0.47,0.64,-0.18,0.35359809977421197
12,4,sopa_letras,4,137,4,2,1,5,4,0.11,0.54,-0.07,0.5223936406985963
12,5,memoria,2,178,3,2,1,6,5,-0.12,0.9,0.07,0.5798582859941764
11,4,relacionar,1,211,2,2,1,6,4,0.48,0.83,0.16,0.6573416565593876
9,4,relacionar,3,235,2,1,1,5,5,-0.05,0.66,-0.17,0.5583885430151293
9,5,memoria,2,253,2,3,1,6,3,0.06,0.76,-0.01,0.47805170983678624
11,6,memoria,4,99,1,1,1,10,3,0.33,0.93,-0.03,0.808979229655547
11,6,relacionar,1,203,2,0,0,9,2,0.45,0.69,-0.12,0.28180840865821377
10,6,relacionar,2,290,4,1,1,6,1,-0.11,0.69,-0.03,0.5068016830297093
12,5,memoria,3,121,5,0,0,9,5,-0.11,0.77,-0.19,0.3209534683531802
9,6,memoria,5,112,1,0,1,7,2,0.19,0.56,-0.17,0.5982552282994149
10,6,relacionar,3,107,2,2,0,10,1,0.32,0.57,0.04,0.3693099573486941
10,4,sopa_letras,4,282,5,0,0,9,4,-0.04,0.62,0.23,0.23649519260411556
11,4,memoria,1,111,4,1,0,6,1,-0.09,0.63,-0.13,0.1682698176034231
11,6,sopa_letras,1,84,4,2,0,10,2,0.46,0.96,-0.08,0.4750280900371289
10,4,relacionar,5,246,2,3,0,5,3,0.12,0.5,-0.09,0.20868640390509213
11,5,memoria,5,194,1,0,0,5,5,0.39,0.79,0.21,0.346362067150451
9,4,crucigrama,1,132,2,2,1,5,4,0.15,0.65,-0.15,0.36520795737765566
11,6,crucigrama,3,94,5,0,1,8,2,-0.17,0.76,-0.17,0.5454618500856111
9,4,memoria,3,193,3,3,1,8,2,-0.13,0.58,0.15,0.6076935572086206
9,4,relacionar,5,94,1,2,1,7,5,-0.15,0.57,0.05,0.577858591190239
12,6,relacionar,5,113,4,0,0,9,2,0.44,0.96,0.28,0.48708647034859626
12,6,crucigrama,2,256,3,3,1,5,4,0.31,0.98,-0.1,0.5100737181323596
11,4,sopa_letras,3,240,2,1,1,7,2,-0.01,0.82,0.0,0.5889690474359333
12,5,sopa_letras,1,220,3,3,0,10,3,0.34,0.99,-0.12,0.30561169949506034
11,4,memoria,3,244,5,1,0,6,2,0.49,0.9,-0.17,0.35625810011825954
9,6,memoria,1,216,4,0,1,6,2,-0.06,0.59,0.25,0.5126877095032963
10,4,memoria,1,116,5,1,1,9,4,0.14,0.52,-0.14,0.528164243752292
9,4,crucigrama,1,270,4,1,1,9,4,0.15,0.9,0.08,0.6352321873800243
10,5,crucigrama,4,111,2,1,0,10,2,0.3,0.85,0.27,0.4276122235079228
10,6,memoria,2,115,4,0,0,10,2,0.26,0.51,-0.01,0.25187384656485073
12,5,crucigrama,2,139,3,1,0,10,4,0.1,0.58,-0.01,0.32491261988713066
11,4,relacionar,5,277,3,1,0,9,2,0.03,0.66,-0.1,0.41770503395510294
11,4,relacionar,5,272,3,3,1,8,5,0.02,0.86,0.12,0.6258863394525509
12,6,sopa_letras,2,163,3,3,0,10,4,-0.09,0.91,0.06,0.2971502114450568
10,4,relacionar,3,97,5,0,1,6,5,-0.15,0.6,0.14,0.6074604652597269
11,5,memoria,4,255,3,3,0,10,1,0.04,0.9,-0.01,0.42631803915922156
10,4,sopa_letras,3,138,1,3,0,9,3,0.4,0.55,0.23,0.3125550408158596
11,6,memoria,3,149,2,2,0,10,4,0.15,0.54,0.12,0.3443498134066167
12,5,crucigrama,5,189,5,2,1,10,2,-0.13,0.74,-0.17,0.496122870642118
9,5,sopa_letras,5,153,5,2,1,5,2,0.19,0.69,-0.07,0.6068500936025993
10,4,sopa_letras,5,139,4,3,0,8,3,0.21,0.94,-0.03,0.30423811673983175
12,5,relacionar,2,147,2,0,0,7,5,0.08,0.96,0.14,0.377048564305342
12,4,relacionar,5,135,4,3,0,8,5,0.01,0.84,-0.11,0.4440420479332653
12,5,sopa_letras,2,196,3,2,1,10,1,0.36,0.63,0.04,0.5824214681777391
12,6,crucigrama,2,167,3,0,0,10,5,0.49,0.94,0.0,0.48573179514546316
11,5,relacionar,5,113,2,3,1,6,3,0.28,0.84,-0.03,0.6898567023023254
10,4,relacionar,5,258,3,0,1,6,1,0.03,0.7,0.11,0.5920930104959718
9,6,sopa_letras,3,135,3,3,1,6,5,-0.17,0.65,-0.13,0.5369889400293121
11,4,relacionar,1,235,2,0,1,6,4,-0.13,1.0,0.22,0.5398087282829119
12,4,relacionar,5,279,3,2,0,6,4,0.07,0.57,-0.15,0.3390337181031801
12,4,sopa_letras,1,189,3,3,0,5,5,-0.12,0.99,-0.15,0.28256259703695147
11,6,crucigrama,2,172,3,3,1,9,2,0.47,0.64,0.14,0.5370600027961041
12,6,crucigrama,4,89,1,0,1,7,3,0.14,0.73,-0.02,0.4758851130520964
10,4,sopa_letras,3,177,2,3,0,5,4,0.32,0.71,0.21,0.37389709930442144
9,4,memoria,5,193,5,3,1,10,3,0.41,0.68,-0.02,0.6159446552791938
10,4,memoria,3,118,2,0,1,8,3,0.49,0.53,0.28,0.5996906731483588
10,5,crucigrama,1,94,3,1,0,7,2,-0.03,0.87,-0.15,0.2499115895352138
9,4,memoria,2,123,2,2,0,10,5,0.33,0.66,0.07,0.287419131876
11,5,relacionar,4,163,5,0,0,7,3,0.11,0.87,0.09,0.3587058342545939
10,5,sopa_letras,5,234,3,2,0,10,4,-0.02,0.64,0.09,0.3954212418588372
12,4,memoria,1,279,3,2,0,5,3,0.06,0.86,0.05,0.2755261549201377
12,5,relacionar,3,123,2,3,0,9,5,0.27,0.53,0.02,0.3021263388041001
11,5,crucigrama,4,276,2,3,0,6,3,0.19,0.8,0.18,0.3955585559992088
11,6,relacionar,5,131,5,0,1,9,1,-0.04,0.55,-0.17,0.6371991550852121
11,6,crucigrama,4,195,2,1,0,5,3,-0.01,0.85,0.11,0.356348209199107
9,6,memoria,2,244,2,2,0,7,2,0.03,0.74,-0.06,0.28906106034173434
10,6,memoria,1,112,1,2,0,5,2,0.23,0.79,-0.11,0.23870906758014954
12,6,crucigrama,2,218,4,0,0,8,5,0.03,0.79,-0.12,0.28673375039523774
9,6,relacionar,4,287,4,0,1,5,4,0.22,0.95,0.29,0.6014657134251182
12,6,relacionar,4,187,3,3,0,6,3,0.03,0.61,-0.18,0.28522492188973403
12,4,memoria,2,242,3,3,0,9,5,0.21,0.71,-0.0,0.3490110798233383
9,4,crucigrama,4,87,1,0,0,5,5,0.39,0.55,0.16,0.3008794816890599
9,4,relacionar,3,196,1,2,1,9,3,0.23,0.66,0.15,0.6523912479073669
12,6,sopa_letras,1,247,5,3,0,5,3,0.13,0.94,-0.06,0.3655284322785153
12,6,relacionar,5,265,3,3,0,9,1,0.15,0.61,-0.2,0.41464538268277273
12,4,relacionar,4,137,4,1,1,5,1,-0.09,0.89,0.09,0.5678427809252189
10,6,crucigrama,2,232,3,3,1,10,2,0.07,0.85,0.25,0.6636756607359537
9,4,memoria,4,277,5,3,0,6,3,-0.1,0.61,-0.12,0.19824998656802154
11,5,relacionar,2,140,2,1,0,10,1,-0.08,0.8,0.02,0.35263796353681603
10,5,relacionar,2,238,1,2,1,9,5,-0.2,0.71,0.17,0.4491314155593924
9,4,memoria,1,251,2,3,1,6,2,0.33,0.73,0.12,0.5054485511086334
12,6,crucigrama,3,104,2,0,1,8,4,0.07,0.62,0.26,0.5171318191519317
12,4,memoria,4,233,2,3,1,9,4,-0.17,0.97,0.03,0.6515882393254933
12,6,memoria,4,140,2,2,1,7,2,0.19,0.85,-0.12,0.6555527433871103
10,5,memoria,5,119,1,3,0,10,5,0.43,0.82,0.02,0.5335660484396851
11,4,relacionar,4,99,5,1,1,7,2,0.37,0.56,0.21,0.6038793272142472
9,4,sopa_letras,2,299,4,0,1,5,2,0.4,0.64,0.21,0.5931501579129954
12,4,memoria,2,142,1,0,1,6,4,-0.19,0.99,-0.13,0.6341423105420189
11,4,relacionar,2,219,2,0,1,10,4,0.1,0.95,-0.12,0.7284416550144766
9,6,crucigrama,2,231,2,0,0,7,3,-0.01,0.66,0.11,0.2460658416189504
10,5,memoria,1,239,2,3,0,6,4,0.04,0.92,-0.15,0.2783481442360958
10,6,sopa_letras,1,231,3,0,1,10,3,0.02,0.87,-0.13,0.5741113514758145
9,6,crucigrama,4,239,1,0,0,7,3,-0.06,0.84,0.16,0.44924504317313846
9,4,memoria,2,177,3,2,1,10,4,0.11,0.87,0.11,0.5819259073681736
11,5,sopa_letras,2,86,1,2,0,6,3,0.39,0.68,0.09,0.40310165392952635
11,6,relacionar,2,104,5,3,0,5,5,0.09,0.83,-0.17,0.39670204511394735
11,4,crucigrama,5,286,2,0,0,5,4,0.07,0.98,-0.13,0.34390067630829774
11,6,relacionar,5,166,4,0,1,7,4,-0.19,0.96,-0.18,0.5967838027989584
9,4,relacionar,3,197,5,2,0,10,3,-0.02,0.64,0.14,0.3072001647729645
9,5,crucigrama,2,148,1,1,1,9,5,0.4,0.99,0.1,0.7293988014735293
10,5,relacionar,5,175,4,0,1,8,3,0.47,0.59,0.08,0.6113316916496842
9,5,relacionar,4,207,4,0,0,9,1,0.36,0.55,0.18,0.3025691294967934
11,6,crucigrama,5,163,5,1,0,5,2,0.08,0.53,0.17,0.33799428338583926
10,5,crucigrama,2,207,5,2,1,10,3,0.25,0.95,0.07,0.586780497208835
9,4,crucigrama,1,239,5,3,1,9,5,-0.15,0.63,0.19,0.5929325529030929
12,5,memoria,1,209,1,1,1,6,3,0.18,0.68,-0.19,0.50762738549352
10,4,sopa_letras,5,264,3,0,1,7,3,0.14,0.57,-0.19,0.5548749530546322
11,6,memoria,4,102,2,0,1,5,1,-0.09,0.91,-0.09,0.5462489499987158
11,6,relacionar,2,254,1,2,1,8,1,0.34,0.64,-0.16,0.6711155177463041
11,5,relacionar,5,162,2,3,1,8,2,-0.06,0.53,-0.07,0.5069585451623017
10,6,crucigrama,4,129,4,2,0,10,1,0.33,0.81,-0.0,0.42977353470126123
9,4,memoria,5,202,1,3,1,6,3,0.37,0.8,0.18,0.6836567601052947
10,6,crucigrama,2,95,2,1,1,8,5,-0.17,0.94,0.22,0.6505339899997249
11,4,memoria,1,158,5,2,1,9,2,0.32,0.96,-0.14,0.6183064601390775
10,5,memoria,1,167,2,1,0,10,5,-0.04,0.84,-0.18,0.30783314867610223
12,5,crucigrama,2,297,3,2,1,8,3,-0.12,0.56,-0.09,0.562187897268242
11,4,sopa_letras,3,228,3,3,1,7,5,-0.12,0.82,-0.15,0.6413568442768055
10,5,relacionar,4,203,5,3,1,7,2,0.46,0.95,0.27,0.6411384576822969
11,6,memoria,3,185,3,3,0,6,1,0.48,0.8,-0.14,0.3525256877691412
10,4,crucigrama,1,181,5,1,1,6,5,0.44,0.85,0.22,0.5215034623874875
12,6,memoria,5,146,4,0,0,6,1,-0.0,0.56,0.24,0.427999559986887
9,5,relacionar,2,113,1,1,1,8,3,0.16,0.58,-0.09,0.5465890550695741
11,4,relacionar,3,100,5,2,0,5,2,0.07,0.94,0.26,0.3423832244184232
10,4,relacionar,5,221,1,3,1,9,4,0.36,0.68,-0.04,0.6614942008796183
10,5,memoria,1,214,5,0,1,8,1,0.27,0.74,0.03,0.5842333164023101
9,5,relacionar,5,119,1,3,0,7,4,0.5,0.78,-0.05,0.3450726429801598
11,5,relacionar,2,252,5,3,1,5,5,-0.04,1.0,0.13,0.6025482503121142
10,5,relacionar,1,179,2,2,0,6,1,-0.15,0.56,-0.0,0.1593959161434694
10,6,relacionar,5,168,4,1,0,6,3,-0.08,0.72,-0.1,0.3114762771455178
12,5,memoria,4,131,3,0,1,9,4,0.19,0.79,-0.08,0.715336154225864
10,6,relacionar,4,125,3,3,1,5,4,0.02,0.87,0.23,0.6622628120626877
