edad,grado,tipo_actividad,dificultad,tiempo_seg,intentos,pistas,correcto,nota,secuencia_actividades,evolucion_desempeno,nivel_concentracion,comparacion_historial,nivel_comprension
9,6,relacionar,1,281,3,0,1,8,3,0.32,0.98,-0.05,0.6221653805893078
10,5,sopa_letras,1,121,4,0,0,6,2,0.39,0.55,0.22,0.2410248939035436
12,4,relacionar,4,83,3,2,1,6,3,-0.19,0.71,-0.04,0.5185206922399757
12,6,crucigrama,3,210,3,0,1,5,2,0.48,0.83,-0.03,0.5410027507751844
11,6,crucigrama,1,127,1,3,1,8,5,0.5,0.58,-0.05,0.5528321074874553
9,5,memoria,2,195,2,2,1,9,3,-0.07,0.84,0.12,0.5381654550703203
11,4,sopa_letras,4,134,4,0,1,10,2,0.18,0.77,0.01,0.6791286684301211
12,5,sopa_letras,3,215,5,3,1,10,2,0.22,0.69,-0.02,0.6933870281989876
10,5,memoria,4,95,1,1,0,7,1,-0.11,0.6,0.07,0.29021069005325456
12,5,sopa_letras,1,120,4,3,1,10,1,0.37,0.93,-0.13,0.5868630140628004
11,5,sopa_letras,1,112,3,2,1,9,2,0.2,0.65,-0.07,0.5939754216065236
11,4,relacionar,1,236,2,1,0,8,3,-0.18,0.54,-0.11,0.20011949834628065
9,5,crucigrama,1,114,4,1,1,9,2,0.19,0.58,-0.03,0.5803933225075858
10,5,sopa_letras,2,252,5,1,1,5,4,0.49,0.86,0.02,0.5200878636454779
12,4,crucigrama,5,174,5,1,1,7,2,0.33,0.56,-0.07,0.5840045666034328
11,6,sopa_letras,5,111,1,3,0,8,4,0.26,0.59,0.1,0.4246970428201543
11,4,relacionar,2,212,2,0,1,7,5,0.43,0.79,-0.02,0.5565396598029491
9,5,sopa_letras,3,143,1,3,0,8,3,-0.14,0.75,0.24,0.3063386694243004
10,5,relacionar,4,189,1,2,0,6,2,0.4,0.9,-0.09,0.34282402435590287
9,5,relacionar,5,157,1,3,1,9,5,0.32,0.76,-0.13,0.6272218183628857
11,6,memoria,5,213,4,0,1,5,2,0.08,0.67,-0.11,0.5407217600432415
9,6,memoria,3,242,4,3,0,7,3,0.46,0.86,0.04,0.34046793918941026
12,4,memoria,3,250,2,2,0,9,1,-0.09,0.62,0.07,0.34327519202609225
11,6,relacionar,1,115,3,0,0,7,4,-0.04,0.76,0.15,0.3106463521980271
11,6,sopa_letras,3,227,3,1,1,7,2,0.28,1.0,0.21,0.6875453288443631
11,6,memoria,3,239,4,0,1,6,3,0.46,0.57,-0.01,0.5785014356289955
11,5,sopa_letras,4,247,3,1,0,8,2,0.19,0.58,0.05,0.27246535177559233
9,4,sopa_letras,4,211,4,1,0,9,2,0.17,0.7,0.01,0.2752105672404236
9,6,crucigrama,3,214,2,2,1,6,1,-0.03,0.99,-0.08,0.6155272988826223
10,4,sopa_letras,3,196,5,0,0,5,2,0.08,0.6,-0.01,0.2929597849253644
12,6,relacionar,2,272,5,0,0,10,2,-0.07,0.6,-0.0,0.286983515419581
10,4,sopa_letras,1,87,3,1,0,9,2,-0.14,0.54,-0.13,0.3290456110981868
10,5,memoria,1,216,3,1,1,6,1,0.23,0.75,-0.03,0.5115975391956059
11,5,memoria,5,156,5,1,0,5,3,0.39,0.86,0.0,0.4019732861857343
10,4,sopa_letras,4,223,4,2,0,7,5,0.48,0.65,0.05,0.2880295263846654
10,5,relacionar,5,293,4,2,0,10,4,-0.02,0.91,0.21,0.4070651674089222
12,4,relacionar,5,143,1,2,0,10,4,-0.18,0.76,0.0,0.5096283235816647
11,6,relacionar,5,157,4,3,0,10,2,0.25,0.92,0.21,0.40116737602156916
10,5,relacionar,1,156,5,1,1,10,4,-0.1,0.94,0.19,0.629152987197754
9,5,memoria,4,253,2,0,1,6,5,0.13,0.66,0.24,0.5777984189465492
9,6,relacionar,5,293,2,2,1,6,5,0.19,0.96,-0.13,0.667281226298693
10,4,relacionar,4,85,3,1,1,8,1,0.23,0.69,-0.06,0.6398625917585554
12,6,crucigrama,5,147,1,0,0,6,3,0.06,0.79,0.14,0.34425847034410806
12,5,memoria,2,137,3,3,0,10,2,0.09,0.7,0.07,0.34663982794537157
10,4,crucigrama,2,208,5,0,1,5,2,0.06,0.61,0.25,0.4839625526278863
10,5,crucigrama,1,198,2,3,1,7,1,0.05,0.83,-0.05,0.5700105735295795
9,6,relacionar,4,174,1,3,1,9,2,-0.18,0.59,0.27,0.588200244025142
11,5,relacionar,2,107,3,0,1,7,5,0.21,0.72,-0.0,0.5508892085544566
10,6,sopa_letras,3,260,3,0,0,7,2,0.33,0.79,-0.1,0.31129641181089907
12,4,sopa_letras,4,249,2,2,1,9,4,-0.07,0.67,-0.18,0.6079813868259047
10,6,crucigrama,4,236,2,3,0,6,4,-0.03,0.53,0.08,0.35893925286389594
10,6,sopa_letras,2,282,2,1,1,7,1,0.21,0.99,0.25,0.6671095265582634
9,5,sopa_letras,2,131,4,0,1,6,5,0.42,0.61,-0.19,0.5298607685782075
10,4,crucigrama,2,283,4,1,1,6,5,-0.1,0.63,0.01,0.5311716741151116
11,6,sopa_letras,3,238,5,2,1,6,2,0.42,0.89,0.15,0.6339645603487709
11,5,sopa_letras,1,235,3,0,0,10,1,0.41,0.8,0.0,0.33736844720115455
9,5,relacionar,5,296,3,1,0,8,2,-0.08,0.59,0.04,0.25634407911215135
9,6,memoria,3,127,5,1,1,6,2,0.32,0.65,0.08,0.4410291331996922
12,5,sopa_letras,4,216,5,2,0,6,1,0.02,0.6,-0.16,0.269695618365737
9,5,memoria,4,246,5,3,1,9,2,0.41,0.6,-0.06,0.6095171185933309
11,5,sopa_letras,5,149,5,2,0,9,1,-0.03,0.59,0.14,0.33962951234074246
12,4,memoria,3,245,4,2,0,10,4,0.23,0.84,0.11,0.42644870123085804
10,4,memoria,5,86,4,1,1,5,5,0.06,0.81,-0.15,0.5114808766604533
11,5,memoria,3,210,4,1,0,10,4,0.09,0.78,-0.18,0.3926470036740147
9,5,sopa_letras,1,85,5,3,1,8,2,0.24,0.58,-0.0,0.5965808330541396
10,5,sopa_letras,5,191,1,3,1,5,3,0.03,0.58,0.14,0.6214784260640359
12,5,crucigrama,4,276,1,3,1,7,1,-0.06,0.74,-0.15,0.6149786512789299
11,5,memoria,4,271,3,2,0,9,4,0.24,0.57,0.03,0.35812555327958884
10,6,sopa_letras,2,114,5,1,0,9,1,-0.14,0.54,-0.1,0.26953911372228523
11,6,memoria,5,235,1,2,1,6,1,-0.13,0.6,0.07,0.6010401390829977
10,5,sopa_letras,3,196,4,2,1,8,1,0.1,0.58,-0.18,0.5926597047765763
10,5,memoria,5,145,5,0,1,5,3,0.2,0.98,0.27,0.6064277897313984
9,5,memoria,2,290,3,2,1,7,4,0.44,0.67,-0.1,0.710693492869573
9,6,relacionar,3,97,3,1,0,10,2,-0.12,0.56,-0.13,0.2735791675698365
10,4,sopa_letras,2,169,3,1,1,6,3,0.32,0.87,0.12,0.5799098961987429
12,5,sopa_letras,5,197,5,2,0,10,5,-0.05,0.84,0.24,0.40510446465378
10,4,relacionar,4,202,2,3,1,8,2,0.34,0.68,0.28,0.615255047090231
12,5,memoria,4,114,5,1,1,10,4,0.05,0.64,-0.04,0.5764389617507499
9,5,relacionar,1,262,1,0,0,10,4,0.19,0.59,-0.06,0.36380402630022507
9,4,relacionar,4,205,2,0,1,7,1,0.11,0.69,0.26,0.4875036772398989
11,6,crucigrama,1,109,4,1,0,9,4,0.2,0.76,-0.2,0.3162060142627029
12,4,relacionar,4,297,3,1,0,10,3,0.24,0.87,-0.16,0.48960753758480086
12,6,relacionar,1,85,1,2,1,5,2,-0.19,0.76,0.22,0.5733833973684002
11,4,sopa_letras,2,110,4,3,0,10,1,0.31,0.78,0.25,0.35443159024524795
11,4,relacionar,5,271,2,0,0,7,1,0.32,0.5,0.14,0.25497853705118423
10,5,relacionar,5,185,1,2,1,7,4,-0.15,0.78,0.22,0.5353126223135365
12,4,sopa_letras,3,257,1,1,0,5,2,0.32,0.75,0.24,0.30794265738091287
12,6,crucigrama,4,150,3,1,1,7,4,0.28,1.0,0.2,0.6866428461497548
12,6,relacionar,5,268,1,1,1,9,3,0.13,0.79,-0.08,0.6912202554650855
9,5,crucigrama,5,178,5,1,1,6,2,0.43,0.57,-0.12,0.6956876106199296
11,5,crucigrama,5,211,3,2,1,9,2,0.08,0.73,-0.14,0.6639118757062358
11,5,memoria,2,198,2,1,1,10,1,-0.12,0.65,0.23,0.6924323538437146
12,4,crucigrama,5,164,4,2,1,5,2,0.47,0.74,0.29,0.5830767038850809
10,4,relacionar,1,271,4,2,0,7,4,0.26,0.96,-0.11,0.35346062446009585
12,4,memoria,5,282,5,0,0,9,1,-0.16,0.64,-0.08,0.4027372833102276
12,4,relacionar,3,243,3,1,0,5,5,0.25,0.77,0.11,0.34306790306404045
11,5,memoria,5,101,1,2,1,5,1,-0.05,0.81,-0.14,0.5074844130531263
11,5,sopa_letras,3,226,1,3,0,9,5,0.49,0.8,0.17,0.4552239386331872
10,5,sopa_letras,4,220,4,2,1,8,3,0.19,0.82,-0.02,0.6900616254753973
11,6,relacionar,1,161,3,2,0,5,4,-0.12,0.81,0.22,0.2612757823206893
12,6,memoria,3,264,1,0,0,9,1,0.17,0.65,0.17,0.25528951365226915
11,4,memoria,4,270,5,1,1,8,3,0.29,0.85,0.06,0.5707814300761211
9,4,relacionar,3,161,5,2,1,8,3,-0.07,0.58,0.05,0.5081962730907627
12,4,memoria,1,283,3,3,0,8,2,0.35,0.92,-0.13,0.2976537140706709
10,4,relacionar,2,148,3,0,1,10,2,0.44,0.73,0.22,0.6140987344722958
9,5,memoria,2,120,4,3,1,5,4,0.1,0.56,-0.15,0.5439160472515292
11,6,relacionar,1,136,5,0,0,10,3,0.15,0.92,0.16,0.3578522186036913
9,4,crucigrama,4,274,4,2,1,10,2,0.27,0.6,0.05,0.5586023186351666
9,4,memoria,5,139,3,1,1,10,5,0.5,0.79,0.19,0.763443197738774
12,6,sopa_letras,5,206,2,1,0,6,1,-0.11,0.57,-0.11,0.2900558538278812
11,4,crucigrama,5,210,1,2,1,9,4,-0.04,0.62,-0.09,0.5668686234909209
11,4,sopa_letras,1,249,3,1,0,6,5,0.15,0.92,0.08,0.3555214015245657
12,5,sopa_letras,4,242,4,0,0,6,5,0.47,0.6,0.29,0.3478827603484059
12,5,memoria,2,133,1,1,1,10,5,0.48,0.91,0.19,0.7205370609299134
11,6,crucigrama,5,198,5,2,1,6,3,-0.14,0.84,-0.17,0.5554493517694059
12,5,memoria,2,140,3,0,1,6,2,0.2,0.86,-0.18,0.4968443451564276
12,6,sopa_letras,4,191,2,2,0,10,3,0.11,0.53,0.2,0.2791224399255645
9,5,crucigrama,5,268,1,2,1,9,3,0.26,0.92,-0.03,0.7185450284827136
11,4,relacionar,2,189,2,3,0,6,2,0.48,0.98,0.09,0.3232558320153102
11,5,relacionar,4,111,1,2,0,7,5,0.42,0.52,-0.19,0.36318795705546403
11,5,memoria,4,184,1,0,0,8,3,-0.0,0.83,0.24,0.3016938464154987
10,5,relacionar,4,202,5,0,1,7,1,0.36,0.76,0.17,0.6051913338475554
9,6,memoria,3,230,3,3,1,10,4,-0.12,0.84,0.03,0.6317398614076842
12,5,sopa_letras,2,187,5,2,1,10,2,-0.05,0.6,0.13,0.5291644287754136
11,4,sopa_letras,2,163,4,1,1,9,3,0.27,0.64,0.03,0.49156895213859564
9,6,memoria,3,230,1,1,0,8,1,0.04,0.89,0.19,0.3300467742454645
12,6,memoria,2,123,5,2,0,7,3,0.41,0.66,0.12,0.2764135534939107
10,4,sopa_letras,2,257,4,2,0,10,3,-0.04,0.73,0.15,0.30235654708267207
12,4,sopa_letras,5,137,2,0,0,6,2,-0.16,0.53,0.2,0.2838234238250064
10,6,memoria,3,94,4,1,0,7,5,-0.13,0.72,0.03,0.36588397791483074
9,5,sopa_letras,4,237,2,0,0,8,3,0.09,0.62,-0.12,0.33386243501276397
12,5,crucigrama,3,161,2,1,0,6,3,0.13,0.5,-0.0,0.2463703579737849
9,6,relacionar,5,257,4,0,1,6,2,0.15,0.89,-0.07,0.5863926974411635
10,4,memoria,2,207,4,2,1,9,1,0.37,0.98,-0.08,0.6671446061809496
10,4,crucigrama,5,260,1,3,0,10,3,-0.01,0.79,-0.14,0.49619007989877684
11,4,crucigrama,2,183,1,1,1,5,4,-0.2,0.88,0.14,0.6002886515570178
12,4,relacionar,1,219,3,3,0,8,1,-0.1,0.87,-0.04,0.2845290921604346
11,4,relacionar,1,117,4,0,1,10,5,0.11,0.92,0.26,0.556640400869367
11,5,sopa_letras,2,90,2,2,0,6,1,0.19,0.53,-0.03,0.21868476052402278
11,6,relacionar,5,101,2,1,0,7,4,0.17,0.96,0.09,0.4675569542098921
10,5,memoria,1,174,5,2,1,8,1,-0.02,0.67,-0.01,0.4791149019177676
12,4,memoria,2,141,4,0,1,7,3,0.42,0.7,0.25,0.6608558445840255
10,5,sopa_letras,3,163,3,0,0,8,4,-0.17,0.65,-0.05,0.3058600449351837
11,5,crucigrama,4,252,4,0,0,5,5,0.32,0.57,0.02,0.31145601241586274
9,6,crucigrama,4,254,1,0,0,8,4,0.31,0.6,0.22,0.3725377884981852
10,6,crucigrama,3,284,5,0,0,7,2,0.19,0.81,0.13,0.3692202461569521
10,4,relacionar,4,199,1,1,1,10,3,0.4,0.78,-0.01,0.7245505965192383
12,5,crucigrama,2,194,3,0,1,10,5,-0.08,0.65,0.29,0.5872680473904149
10,5,sopa_letras,4,124,5,3,1,9,4,0.2,1.0,0.18,0.6724226009366405
11,4,memoria,2,287,4,2,1,7,4,0.2,0.61,0.02,0.6043615022933326
12,4,crucigrama,1,207,1,3,0,6,2,0.15,0.64,-0.06,0.24875704616689412
10,5,memoria,1,275,5,0,1,10,5,0.42,0.96,0.15,0.6103810838343702
11,6,crucigrama,5,184,4,2,0,8,4,0.13,0.66,0.05,0.36309036145731094
11,4,relacionar,3,113,3,1,1,7,2,0.47,0.58,-0.05,0.5961495719407406
10,4,sopa_letras,2,84,2,2,0,7,5,-0.17,0.61,-0.14,0.15730340409640126
12,5,memoria,1,142,2,0,0,6,2,0.19,0.81,-0.19,0.3772125074240858
10,6,sopa_letras,4,211,5,0,1,5,5,-0.1,0.88,-0.17,0.5824745713139496
12,5,memoria,5,274,2,1,0,10,3,-0.15,0.77,0.22,0.44258463137788484
10,5,memoria,1,107,1,0,1,7,5,0.19,0.88,0.08,0.517200619822147
9,5,crucigrama,4,265,1,1,0,7,4,-0.11,0.52,0.27,0.30885908369566595
12,4,memoria,2,168,4,3,1,8,1,-0.16,0.66,-0.13,0.5349416001603177
10,4,crucigrama,5,113,2,2,1,10,5,0.33,0.86,-0.16,0.5841231273847354
12,4,sopa_letras,4,171,1,2,1,9,5,0.11,0.91,-0.16,0.6880722550820747
9,5,relacionar,5,279,2,0,0,10,3,0.28,0.57,0.27,0.34666260012131866
12,5,memoria,5,237,5,3,0,8,5,0.3,0.97,-0.13,0.3919043300562718
11,6,sopa_letras,3,116,3,1,1,9,2,0.03,0.68,0.1,0.5217589896307219
9,6,sopa_letras,4,188,3,0,0,7,4,-0.06,0.98,-0.02,0.38516439099488775
10,4,relacionar,4,280,4,0,0,10,1,0.04,0.7,0.14,0.43563100875691807
12,4,relacionar,4,222,4,2,0,7,5,-0.07,0.98,-0.01,0.3018997467847591
10,4,crucigrama,3,201,3,3,0,8,4,0.47,0.87,-0.12,0.4280930888115123
11,4,crucigrama,4,143,3,3,0,7,3,0.36,0.53,0.12,0.29371801310091017
9,4,crucigrama,2,295,3,1,0,9,3,0.24,0.65,-0.1,0.32736260908840287
10,5,sopa_letras,3,255,3,0,0,9,5,-0.09,0.83,-0.05,0.36936172833238795
9,5,sopa_letras,4,121,2,0,1,10,1,0.26,0.53,0.12,0.6415808751463659
10,6,memoria,1,256,1,0,0,10,5,-0.16,0.72,-0.13,0.3834524551856562
11,6,crucigrama,5,234,5,0,1,5,1,0.02,0.78,0.19,0.47473764478753355
12,6,memoria,4,258,2,2,0,8,4,0.43,0.65,0.02,0.4115293796611288
12,5,relacionar,5,291,2,3,1,6,5,0.47,0.92,-0.03,0.732364355650406
11,6,crucigrama,2,237,2,0,1,8,1,0.2,0.89,0.27,0.6338507567198913
12,6,crucigrama,3,90,4,1,0,9,4,0.44,0.57,0.01,0.3083581049433458
10,4,sopa_letras,5,103,4,3,0,5,1,0.29,0.95,0.07,0.45615336153537356
12,4,sopa_letras,5,257,4,2,0,5,5,0.26,0.85,0.29,0.28782582181746197
9,5,crucigrama,4,210,4,2,0,9,3,-0.19,0.55,0.05,0.3599445149961306
11,6,sopa_letras,2,94,3,3,0,6,2,0.2,0.51,0.2,0.19109023985346082
9,4,memoria,4,135,3,1,0,9,4,0.15,0.99,0.21,0.3844277824262475
9,5,crucigrama,3,107,2,0,1,10,4,-0.1,0.54,0.01,0.5659350641810033
9,5,crucigrama,1,196,1,1,0,10,4,0.08,0.83,0.06,0.3101566178132836
10,5,crucigrama,5,92,3,0,1,9,2,-0.12,0.84,-0.05,0.7091989890222856
12,4,relacionar,3,278,2,3,0,9,5,0.27,0.83,-0.19,0.36702332742278904
11,6,memoria,1,199,3,0,0,6,3,0.22,0.69,0.24,0.29317830832833486
10,5,sopa_letras,3,91,1,3,1,7,2,0.03,0.93,-0.0,0.5767627389466425
12,4,memoria,1,172,1,0,0,9,2,0.47,0.6,-0.17,0.37588134352244573
12,6,crucigrama,4,232,2,0,1,10,4,0.06,0.76,0.14,0.710155124886164
10,4,memoria,2,173,2,1,0,9,3,0.31,0.82,0.01,0.4122223563913985
9,4,crucigrama,4,128,5,3,1,10,2,0.01,0.62,-0.11,0.6481246179947914
11,4,sopa_letras,4,284,1,2,0,10,4,0.12,0.66,0.07,0.42421672953122624
12,6,sopa_letras,3,274,4,3,1,7,3,0.4,0.83,-0.16,0.606333916611766
9,5,relacionar,2,233,1,2,1,8,5,0.01,0.83,0.07,0.5890334906134621
9,5,relacionar,5,300,5,1,1,7,4,0.46,0.59,-0.03,0.5836835598412068
11,6,relacionar,3,130,1,0,0,5,2,-0.18,0.99,0.19,0.3889563675438174
9,5,memoria,2,210,2,0,0,8,3,0.28,0.61,0.22,0.33072648344445876
9,5,memoria,2,167,1,1,1,6,5,-0.14,0.87,0.22,0.5704652158450091
10,6,memoria,2,204,3,3,1,6,3,0.2,0.7,0.0,0.4562745206280156
12,4,relacionar,1,258,3,2,1,5,3,0.32,0.89,-0.06,0.5438893930110856
10,6,relacionar,4,111,3,2,0,8,4,-0.17,0.91,0.27,0.36482630191648213
9,6,sopa_letras,3,286,3,0,1,5,3,-0.09,0.7,-0.03,0.5095468523690286
12,5,relacionar,1,274,1,2,1,10,3,0.38,0.52,0.18,0.5195472594839395
9,4,memoria,5,144,1,1,1,5,4,-0.09,0.52,0.14,0.5510418349581011
9,6,crucigrama,3,187,5,1,1,10,4,0.2,0.72,0.2,0.6319429003652064
9,4,relacionar,3,110,5,3,0,5,1,0.38,0.98,0.19,0.42307088956377326
11,4,sopa_letras,1,88,1,3,0,6,2,0.25,0.94,0.14,0.30574579505454735
11,6,memoria,1,214,2,1,1,5,5,0.35,0.59,0.21,0.48920335681689064
12,5,sopa_letras,3,86,2,1,1,6,5,0.0,0.62,0.15,0.5464357780689926
10,5,crucigrama,4,202,1,2,0,7,3,0.39,0.91,-0.09,0.3479948546617476
12,4,memoria,4,258,1,2,0,10,3,0.4,0.86,-0.08,0.45279691178607356
11,5,crucigrama,5,132,2,2,1,6,3,0.3,0.88,0.03,0.6184616892329722
11,6,relacionar,3,243,2,1,1,8,4,-0.13,0.92,-0.08,0.6079390574337669
10,5,relacionar,4,156,5,2,0,5,3,-0.14,0.91,-0.18,0.3507769934964889
9,5,crucigrama,3,160,1,3,0,10,2,0.38,0.86,0.11,0.33512834995919705
11,5,memoria,1,115,5,0,1,5,3,-0.17,0.84,-0.16,0.5346365488915887
12,6,memoria,4,90,5,2,0,9,4,0.36,0.69,0.15,0.3599118258378732
12,6,relacionar,3,98,3,1,0,7,3,-0.1,0.57,0.11,0.2692356685954315
11,5,memoria,2,150,2,0,0,9,1,0.44,0.95,-0.05,0.47497392465717425
10,5,crucigrama,3,287,1,3,0,5,3,0.15,0.77,0.13,0.34245789235919166
12,6,sopa_letras,5,188,3,2,1,6,1,-0.18,0.95,-0.19,0.7116554482996076
9,5,crucigrama,4,252,5,3,0,9,3,0.14,0.51,0.12,0.28160628215693156
12,5,crucigrama,3,195,4,1,0,7,5,0.3,0.76,-0.07,0.5237606634375043
11,4,relacionar,1,258,4,3,1,6,1,-0.14,0.84,-0.19,0.42957634759879093
12,6,sopa_letras,4,281,2,2,1,9,4,0.31,0.78,0.23,0.6881664605614678
10,4,relacionar,1,82,3,2,0,5,4,0.44,0.88,-0.13,0.26849938108870147
11,4,memoria,4,87,5,3,0,5,5,0.12,0.68,0.23,0.2606152180856929
9,6,crucigrama,5,279,5,1,0,6,2,0.05,0.91,-0.16,0.32326780660608995
11,5,crucigrama,2,280,5,1,0,10,1,0.3,0.76,0.01,0.40859963614301814
10,4,sopa_letras,1,290,5,0,1,10,5,0.17,0.97,0.13,0.6740394244148894
11,4,memoria,5,258,3,0,1,5,1,-0.01,0.77,-0.03,0.4825295046870641
10,6,relacionar,5,278,3,3,0,10,1,0.0,0.71,0.27,0.4005347389804657
10,4,crucigrama,2,169,4,3,1,10,5,-0.16,0.88,0.05,0.6175300459516686
12,4,crucigrama,2,145,3,2,0,10,1,0.27,0.76,-0.09,0.5043240283781858
9,4,sopa_letras,4,243,2,0,1,9,1,0.34,0.94,0.24,0.6103426693948719
9,4,relacionar,2,85,2,3,0,6,3,0.21,0.99,0.25,0.37769074009735165
11,4,relacionar,1,285,3,2,0,7,1,-0.1,0.66,0.12,0.2365515383723935
12,4,sopa_letras,1,266,1,0,1,6,5,0.02,0.7,-0.15,0.5016880302375796
9,4,crucigrama,3,297,2,1,0,9,1,0.1,0.91,0.14,0.34975558414214025
11,5,crucigrama,3,106,1,3,0,10,2,0.0,0.7,0.16,0.4748932281067798
9,4,relacionar,1,130,2,0,0,6,1,0.44,0.61,0.1,0.31746563182062126
11,4,memoria,3,251,2,1,1,6,3,0.46,0.92,-0.04,0.6232398237345654
12,5,memoria,3,286,3,3,0,7,5,0.12,0.85,0.25,0.31567879562269374
11,4,memoria,5,223,2,1,1,8,5,0.24,0.61,-0.05,0.5627138405146228
11,6,relacionar,2,291,3,2,1,9,2,-0.09,0.61,0.13,0.5660478440089892
9,4,crucigrama,5,228,5,3,0,9,5,0.1,0.65,-0.1,0.3608672904964404
9,5,memoria,2,124,4,1,1,10,2,0.36,0.8,0.26,0.5766474308868237
9,5,sopa_letras,5,238,5,1,0,8,2,0.29,0.94,-0.04,0.4370588243367176
9,5,sopa_letras,1,152,4,3,0,10,4,0.32,0.97,0.05,0.33149876376184373
9,6,relacionar,3,229,2,2,0,9,4,0.21,0.82,-0.11,0.3766234114508636
12,4,sopa_letras,2,134,1,2,0,6,3,-0.16,0.88,0.02,0.26276306076563355
11,4,crucigrama,2,109,2,2,1,8,1,-0.08,0.88,0.22,0.5999164062696649
12,5,memoria,3,91,1,2,0,9,1,0.2,0.54,-0.19,0.30255944595732676
9,5,memoria,2,254,1,2,0,5,3,0.3,0.8,-0.16,0.3099712921072308
9,5,sopa_letras,2,261,4,2,1,8,1,0.21,0.64,-0.04,0.4014851934050706
9,4,sopa_letras,5,189,5,1,1,6,3,0.25,0.81,-0.09,0.5954202666681329
9,4,sopa_letras,2,268,3,3,0,9,5,0.0,0.74,0.28,0.26920124272449597
9,6,crucigrama,4,292,5,0,1,8,3,0.33,0.55,-0.12,0.669920184593358
10,5,memoria,4,104,4,0,0,10,2,0.17,0.94,-0.04,0.4341459815448551
9,5,relacionar,4,234,5,0,1,6,2,-0.13,0.69,0.12,0.5653181227404884
12,5,memoria,1,88,3,1,0,10,4,0.43,0.57,-0.04,0.3233252578926705
12,6,sopa_letras,3,201,4,3,0,5,3,-0.17,0.67,0.11,0.2759994595973071
12,6,sopa_letras,5,101,3,1,1,7,1,0.5,0.98,-0.1,0.7349704306158445
10,5,memoria,4,185,4,0,1,6,3,0.32,0.53,-0.04,0.5619698562904776
12,5,crucigrama,2,253,4,3,1,6,3,0.03,0.67,0.0,0.491200867243628
10,4,crucigrama,5,216,3,2,0,9,5,0.01,0.93,0.25,0.4464424911066337
11,6,sopa_letras,3,261,3,2,1,6,2,-0.03,0.58,0.24,0.5775225088967406
12,5,memoria,1,255,5,1,0,5,2,0.46,0.52,0.23,0.2435695563857988
10,5,relacionar,1,191,1,3,1,6,1,0.08,0.77,0.13,0.5130876450042166
9,5,relacionar,5,300,5,3,1,10,4,0.37,0.6,0.16,0.6907077362588829
12,6,crucigrama,4,265,3,1,1,7,3,0.18,0.61,0.17,0.545504857804487
11,5,relacionar,2,162,1,3,0,7,4,-0.08,0.68,0.2,0.2817879573543182
11,4,sopa_letras,4,148,1,3,0,10,4,-0.13,0.55,0.15,0.35932841892923606
10,5,relacionar,2,246,4,1,0,5,3,0.4,0.69,-0.11,0.2548754922103285
11,5,crucigrama,2,224,1,0,0,7,2,0.07,0.95,-0.09,0.3969899313749642
12,5,crucigrama,1,117,3,3,1,6,3,0.19,0.78,0.09,0.5517427527839737
12,6,memoria,2,84,5,3,0,10,3,-0.19,0.65,0.28,0.2327759476993767
10,5,sopa_letras,5,245,3,2,0,9,2,0.27,0.97,0.15,0.4590607137560541
9,6,sopa_letras,2,189,1,3,0,7,1,0.37,0.63,0.24,0.3510613224431868
9,4,memoria,3,117,5,2,1,8,4,0.45,0.66,0.12,0.5822783080497349
10,5,crucigrama,2,286,4,2,0,6,4,-0.08,0.98,-0.11,0.27788602517600985
12,5,sopa_letras,4,157,4,1,1,5,2,0.42,0.71,0.05,0.573088434552963
9,4,sopa_letras,2,297,5,1,1,10,5,0.34,0.51,0.03,0.6029327979216621
12,5,crucigrama,1,173,3,1,1,7,2,-0.15,0.57,0.11,0.5587571753623578
11,4,crucigrama,3,135,5,1,1,7,3,0.11,0.73,-0.1,0.4965434072141453
12,5,crucigrama,4,92,3,1,0,5,1,0.24,0.82,0.05,0.2981048930189092
9,5,relacionar,1,146,1,1,1,10,1,0.29,0.99,0.15,0.6686875576598502
12,5,crucigrama,3,225,5,3,0,7,3,-0.0,0.52,0.01,0.17760961465510128
10,5,memoria,1,108,5,3,1,5,4,0.41,0.93,0.13,0.5319579708158023
11,4,memoria,4,162,4,2,1,6,2,0.1,0.82,0.05,0.569017715315094
12,5,crucigrama,5,237,5,3,0,7,4,0.32,0.74,0.14,0.38680852601971044
11,4,memoria,3,85,4,2,0,5,1,0.25,0.92,-0.13,0.33816556350094207
9,4,crucigrama,5,270,5,0,0,8,1,0.25,0.56,-0.05,0.32137313870807926
12,4,relacionar,1,280,5,1,0,9,3,0.0,0.53,0.26,0.25888834344454975
12,4,memoria,1,116,2,0,1,10,4,-0.11,0.78,0.24,0.6504864568290021
10,4,relacionar,5,141,2,3,0,10,1,-0.07,0.52,0.26,0.40966992709470784
10,6,crucigrama,4,136,2,1,1,6,4,0.24,0.66,0.21,0.5408250644044043
9,5,sopa_letras,3,205,4,0,0,6,1,0.14,0.76,-0.01,0.28852330511008906
11,5,memoria,5,127,5,1,1,5,5,0.38,0.64,0.28,0.5273626598943447
11,6,memoria,3,242,5,3,1,10,4,-0.16,0.71,-0.04,0.6052787263721059
9,5,relacionar,1,105,4,0,1,9,1,0.31,0.82,-0.13,0.6110917250034152
9,5,crucigrama,3,232,3,2,1,8,5,0.1,0.56,0.04,0.46131805070620396
10,4,relacionar,2,246,5,1,0,8,1,0.0,0.61,0.08,0.2722950530719691
11,4,memoria,2,122,5,0,1,7,1,0.35,0.87,0.08,0.6250218080669309
